Category,SubCategory,Title,Tel,Addr,Site,ABN
Cleaning,Carpet Steam Cleaning,A One Carpet Cleaning,0417 561 039,16 Seaview St   Caulfield South   3162,No web address given,
Cleaning,Carpet Steam Cleaning,A P Clean Pro,02 9971 9992,Collaroy   2097,http://www.cleanpro.net.au,
Cleaning,Carpet Steam Cleaning,A P cleaning,04303-CLEAN,257 great eastern hwy   Bayswater   6053,No web address given,72536674698
Cleaning,Carpet Steam Cleaning,A Personal Touch Cleaning,,Chelsea   3196,http://www.aptcleaning.com.au/,64 261 218 530
Cleaning,Carpet Steam Cleaning,A Plus Carpet Cleaning &amp; Pest Control,1300 650 700,1/284 Old Cleveland Road East   Capalaba   4157,www.apluscarpet.com.au,83783286268
Cleaning,Carpet Steam Cleaning,A Plus Professional Cleaning Service,425566889,9 Reed Cl   Thornlie   6108,http://www.aplusprofessionalclean.com.au,
Cleaning,Carpet Steam Cleaning,A Spot on Cleaning Service,,Brisbane   4000,www.aspotoncleaning.com.au,42 665 431 722
Cleaning,Carpet Steam Cleaning,A Stardust Cleaning Ladies,(02) 8704 4221,2 Mellick St   Fairfield West   2165,No web address given,
Cleaning,Carpet Steam Cleaning,A Ultra Steam Carpet Care,0419 276239,PO Box 97   Gungahlin   2912,No web address given,
Cleaning,Carpet Steam Cleaning,A+Cleaning,(03)9390-6281,7 Diamond crt   Hillside   3037,No web address given,57195576331
Cleaning,Carpet Steam Cleaning,A-One Carpet Cleaning,0417 561039,1 Solstice Wlk   Glen Waverley   3150,No web address given,
Cleaning,Carpet Steam Cleaning,A-Power Cleaning Pty Ltd,415082000,Workshop 21 Angas St   Meadowbank   2114,www.apowercleaning.com.au,93146307600
Cleaning,Carpet Steam Cleaning,A-Top Cleaning Service,0419 924585,Helena Valley   6056,Helena valley,91197984996
Cleaning,Carpet Steam Cleaning,A. AA Dinosaur Cleaning,02 96398333,14 Fraser Ave   Kellyville   2155,No web address given,
Cleaning,Carpet Steam Cleaning,A. Aaamazing Carpet Cleaning,0413 311 096,Carrara   4211,No web address given,
Cleaning,Carpet Steam Cleaning,A. M. Chem-Dry,02 47355800,5 Imperial Ave   Emu Plains   2750,No web address given,
Cleaning,Carpet Steam Cleaning,A. Swift Property Services Pty Ltd,,354 canterbury rd   Hurlstone Park   2193,No web address given,97 131 851 100
Cleaning,Carpet Steam Cleaning,A.aaabacus Carpet &amp; Curtain Cleaning Service,07 32657572,Boondall   4034,http://www.longalife.net.au/index.html,64010519927
Cleaning,Carpet Steam Cleaning,A.J. Car Detailing &amp; House Cleaning Service,07 4153 5257,20 Broadmeadow Av   Bundaberg   4670,No web address given,
Cleaning,Carpet Steam Cleaning,A.K Cleaning pty ltd,433591212,Oxley   4075,www.akcleaningservice.com.au,60197115620
Cleaning,Carpet Steam Cleaning,A.M.E. Cleaning Services Australia,04 0428 7780,Hilliard street   Wiley Park   2195,No web address given,38 717 800 849
Cleaning,Carpet Steam Cleaning,A.N. Spotless Cleaning Services,02 9622 2609 ,95/130 Reservoir Road   Blacktown   2148,http://www.anspotless.com.au,35 911 391 090
Cleaning,Carpet Steam Cleaning,A.S.A.P. Clean,1300723728,500 george st   Sydney   2000,No web address given,
Cleaning,Carpet Steam Cleaning,A.S.A.P. Flood &amp; Fire,1800 020042,3/ 9 Bon Mace Drv   Tumbi Umbi   2261,No web address given,
Cleaning,Carpet Steam Cleaning,A1 Choice Carpet Cleaning,1300 855 745,Brighton   5048,No web address given,
Cleaning,Carpet Steam Cleaning,A1 Class Cleaning Service,412415454,64b beacon hill rd    Beacon Hill   2100,www.a1classcleaning.com.au,23880438187
Cleaning,Carpet Steam Cleaning,A1 Cleaning,419393089,8 Waterside Rd   Hoppers Crossing   3029,http://www.a1cleaning.net.au,65152661562
Cleaning,Carpet Steam Cleaning,A1 Cleaning,,Middle Park   3206,NA,86162368318
Cleaning,Carpet Steam Cleaning,A1 Kleaning Services,83543744,10 Queen Street    Adelaide   5000,No web address given,
Cleaning,Carpet Steam Cleaning,A1 Pristine Carpet Clean,0406 630 041,107 Ashburton Gr   Ashburton   3147,No web address given,63251322944
Cleaning,Carpet Steam Cleaning,A1+  Cleaning Services,,water st   Lidcombe North   2141,No web address given,4475054739
Cleaning,Carpet Steam Cleaning,A2Z Cleaning Pty Ltd,1300 285145,Melbourne   3000,No web address given,
Cleaning,Carpet Steam Cleaning,A8A Swift Cleaning,08 8347 2244,Beverley   5009,No web address given,
Cleaning,Carpet Steam Cleaning,AA 1/2 Price Cleaning Services,1300 139118,25 Power Pl   Menai   2234,http://halfpricecleaning.com.au/,11730126287
Cleaning,Carpet Steam Cleaning,AA All Around Carpet Cleaning &amp; Pest Control,1300 130725,Manly   4179,No web address given,
Cleaning,Carpet Steam Cleaning,AA Assured Carpet &amp; Upholstery Cleaning,02 93147217,Sydney   2000,www.amazingservices.com.au,47 143 745 822
Cleaning,Carpet Steam Cleaning,AA Spring Carpet Cleaning Service &amp; Flood Restoration Service,02 98874426,PO Box 6098   North Ryde   2113,No web address given,
Cleaning,Carpet Steam Cleaning,Aaa Cleaners 4 U,0432 376 336,PO BOX 2303 RUNCORN   Runcorn   4113,AAA CLEANERS 4 U.COM  cleaners4u@myobnet.com,
Cleaning,Carpet Steam Cleaning,AAA Cleaning &amp; Maintenance Pty Ltd,,PO Box 660   Lilydale   3140,www.aaacleaningmaintenance.com.au,84528395921
Cleaning,Carpet Steam Cleaning,AAA Cleaning Professionals,0412 777 810,Manly   2095,No web address given,
Cleaning,Carpet Steam Cleaning,AAA Dry Master Carpet Cleaning,1300 781996,PO Box 15   St Leonards   2065,No web address given,
Cleaning,Carpet Steam Cleaning,AAA EASYcare cleaning,0403 512 369,Homebush South   2140,No web address given,
Cleaning,Carpet Steam Cleaning,AAA Realdeal Services,,Sydney   2000,www.realdealservices.com.au,63154448861
Cleaning,Carpet Steam Cleaning,AAA Touch of Class Cleaning Contractors,0411 758008,PO Box 2188   Richmond   3121,www.touchaclass.com.au,46101907297
Cleaning,Carpet Steam Cleaning,Aaa Trading.Pvt,432795586,2/14 alpha street   Chelmer   4068,any time,70274012750
Cleaning,Carpet Steam Cleaning,AAbsolute Cleaning services,458018402,Princes Hwy   Avoca Dell   5253,No web address given,
Cleaning,Carpet Steam Cleaning,Aardvark Carpet Cleaning &amp; Upholstery Services,434395051,Cranbourne Dr   Cranbourne   3977,http://www.aardvarkcarpetcleaning.com.au,
Cleaning,Carpet Steam Cleaning,Aardvark Cleaning &amp; Restoration Services,,PO Box 449   Moonah   7009,www.aardvarkcleaning.com.au,86123113191
Cleaning,Carpet Steam Cleaning,Aardvark Home Services,0417 831498,PO Box 462   Glenside   5065,No web address given,
Cleaning,Carpet Steam Cleaning,Ab Painting,403213586,349 barrenjoey rd    Newport   2106,http://www.grandviewsystems.com.au/,56626772158
Cleaning,Carpet Steam Cleaning,Abana Property Service,433377031,02 spring st   Clayton   3168,No web address given,
Cleaning,Carpet Steam Cleaning,Abante Home Services,,Dee Why   2099,No web address given,
Cleaning,Carpet Steam Cleaning,Abc,,15 albemarle cres   Melbourne   3000,No web address given,
Cleaning,Carpet Steam Cleaning,Abc Carpet Cleaning,490087181,po box 439   Glen Waverley   3150,abcarpetcleaning.net.au,79095576524
Cleaning,Carpet Steam Cleaning,Abco Chem Dry Carpet Cleaning,0408 192 698,Carrara   4211,No web address given,
Cleaning,Carpet Steam Cleaning,ABE Carpet Cleaning Contractor Perth,0410 663 786,Dianella   6059,No web address given,
Cleaning,Carpet Steam Cleaning,Able Carpet Care,395627565,5/6 Coora Road   Chadstone   3148,www.ablecarpetcare.com.au,93 384 620 832
Cleaning,Carpet Steam Cleaning,Able Scotts Cleaning Service,0418 161 893,11 Whitten Crt   Highton   3216,No web address given,
Cleaning,Carpet Steam Cleaning,Above Advanced Cleaning Services,417400937,Manly   2095,No web address given,
Cleaning,Carpet Steam Cleaning,Above-All Industries Pty Ltd,,62 Daintree Drive   Wattle Grove   2173,No web address given,
Cleaning,Carpet Steam Cleaning,Absalon cleaning services,0,5734 Q super centre Qld   Mermaid Waters   4218,No web address given,
Cleaning,Carpet Steam Cleaning,Absolute Care Cleaning Services - Office Cleaning,03 9436 2036,Greensborough   3088,No web address given,
Cleaning,Carpet Steam Cleaning,Absolute Carpet Care,1300 136 365,Capalaba   4157,http://www.absolutecarpetcare.com.au,26 057 812 202
Cleaning,Carpet Steam Cleaning,Absolute Carpet Care Services,02 98292799,17 Louise Ave   Ingleburn   2565,No web address given,
Cleaning,Carpet Steam Cleaning,Absolute Cleaning Solutions Qld,1300583887,10/103 Frank St   Labrador   4215,www.absolutecleaningsolutions.com.au,88930185045
Cleaning,Carpet Steam Cleaning,Absolute Domestics CQ,1300 36 46 46,Townsville   4810,http://www.absolutedomestics.com.au,
Cleaning,Carpet Steam Cleaning,Absolute Services,1300 738011,26 Hooper St   Randwick   2031,No web address given,
Cleaning,Carpet Steam Cleaning,Absolutely On Time,0411 121 292,po box 505    Footscray   3011,No web address given,
Cleaning,Carpet Steam Cleaning,Absolutely On Time,03 9687 6137,po box 505    Footscray   3011,No web address given,86 378 219 359
Cleaning,Carpet Steam Cleaning,Access Carpet Cleaning,0417 817986,Lockleys   5032,No web address given,
Cleaning,Carpet Steam Cleaning,Acclaimed Cleaning Professionals,406839873,235b bay street   Pagewood   2035,http://www.acclaimedcleaningprofessionals.net,34471220545
Cleaning,Carpet Steam Cleaning,Acclaimed Property Services,404002607,PO Box 814    Endeavour Hills   3802,http://www.acclaimedservices.com.au/,
Cleaning,Carpet Steam Cleaning,Accurate Carpet Cleaning / Flood Damage Restoration,07 3868 2442,50 French St South   Eagle Farm   4009,No web address given,
Cleaning,Carpet Steam Cleaning,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Cleaning,Carpet Steam Cleaning,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Cleaning,Carpet Steam Cleaning,Ace Budget Cleaning,414704408,PO BOX 1140   St Albans   3021,No web address given,56104176525
Cleaning,Carpet Steam Cleaning,Ace Carpet Cleaning,411884833,Ascot   6104,www.acecarpet.com.au,72363852505
Cleaning,Carpet Steam Cleaning,Ace Carpet Cleaning Solutions,395153399,29 warren rd    Cheltenham   3192,http://www.acecarpetcleaningsolutions.com.au,
Cleaning,Carpet Steam Cleaning,Ace Cleaning Services,03 9537 3599,104 St Kilda Rd   St Kilda South   3182,www.acecleaning.com.au,70 391 626 569
Cleaning,Carpet Steam Cleaning,Ace Cleaning Services,03 9537 3599,104 St Kilda Rd   St Kilda   3182,www.acecleaning.com.au,70 391 626 569 
Cleaning,Carpet Steam Cleaning,Ace Contracting Qld,1300822736,5 Orringa St   Wurtulla   4575,No web address given,
Cleaning,Carpet Steam Cleaning,Ace Domestic Services,0488 419402,Burleigh Waters   4220,No web address given,
Cleaning,Carpet Steam Cleaning,Acer Carpet Care,07 5532 7465,Labrador   4215,No web address given,
Cleaning,Carpet Steam Cleaning,Acer Carpet Care,07 5532 7465,U40/38 Labrador Street   Labrador   4215,No web address given,
Cleaning,Carpet Steam Cleaning,Acl Cleaning Services,03 9347 1019,Nicholson St   Carlton North   3054,www.aclcleaning.com.au,44 005 548 452
Cleaning,Carpet Steam Cleaning,Act Cleaning Services Pty Ltd,02 6156 0354,13 dodgshun court   Belconnen   2617,www.actcleaningservices.vpweb.com.au,40 409 147 480
Cleaning,Carpet Steam Cleaning,Action Carpet Cleaning Pty Ltd,1300 947447,Highland Park   4211,No web address given,
Cleaning,Carpet Steam Cleaning,Activ Carpet Care,03 9708 1055,Mount Waverley   3149,No web address given,18673201690
Cleaning,Carpet Steam Cleaning,Adam Graham,9949 8978,116/48-52 Sydney Rd   Manly   2095,No web address given,80 536 096 594
Cleaning,Carpet Steam Cleaning,Adam&amp;#039;s Carpet Cleaning,1300 309276,Green Valley   2168,No web address given,
Cleaning,Carpet Steam Cleaning,Adam's Carpet Cleaning Sydney,1300 309 276 ,PO Box 1388   Green Valley   2168,http://www.adamscarpetcleaning.com.au,20 399 141 013 
Cleaning,Carpet Steam Cleaning,Addison Enterprises,407603356,37 riversdale crescent   Bacchus Marsh   3340,No web address given,20113010909
Cleaning,Carpet Steam Cleaning,Adelaide Carpetworx,0439 79 79 25,12 jena court   Greenwith   5125,No web address given,34610988124
Cleaning,Carpet Steam Cleaning,Adelaide Clean Team,0416 575 269,15 Fairway St   Para Hills   5096,http://www.adelaidecleanteam.com.au,78020878119
Cleaning,Carpet Steam Cleaning,Adelaide Discount Carpet Cleaning,0418 814249,60 Curzon St   Camden Park   5038,No web address given,
Cleaning,Carpet Steam Cleaning,Adelaide Dynamic Cleaning Services,,Prospect   2148,No web address given,
Cleaning,Carpet Steam Cleaning,Adelaide Fibredry,08 8288 0922,Greenwith   5125,www.adelaidefibredry.com.au,93 321670963
Cleaning,Carpet Steam Cleaning,Aders Eco Cleaning,402144881,14 Hounslow Gr   Melbourne   3000,http://www.adersecocleaning.com.au,
Cleaning,Carpet Steam Cleaning,"Advance Property Maintenance, Carpet Cleaning &amp; Lawn Care",49555033,Wallsend   2287,No web address given,14972393769
Cleaning,Carpet Steam Cleaning,Advanced Carpet Cleaning,08 93775371,6 Rhone Pl   Beechboro   6063,No web address given,
Cleaning,Carpet Steam Cleaning,Advanced Carpet Cleaning,02 4262 6364,Dapto   2530,No web address given,
Cleaning,Carpet Steam Cleaning,Advanced Cleaning and Pest Control,32815505,95 Lobb St   Churchill   4305,No web address given,39987535266
Cleaning,Carpet Steam Cleaning,Advanced Cleaning Pty Ltd,61450588786,63 Copeland Rd   Emerton   2770,www.carpetcleaningsydneymetro.com.au,52 111 020 921
Cleaning,Carpet Steam Cleaning,Advent Cleaning Services,61438511517,PO Box 24   Ermington   2115,No web address given,26364570617
Cleaning,Carpet Steam Cleaning,AEC Maintenance Services,296423500,"Suite 3,490 Hume Hwy   Strathfield South   2136",www.aecmaintenance.com.au,61287568
Cleaning,Carpet Steam Cleaning,AEC Maintenance Services Pty Ltd,496423500,Suite 3 490 Hume Hiway   Strathfield South   2136,www.aecmaintenance.com.au,61134287568
Cleaning,Carpet Steam Cleaning,AECS Cleaning &amp; Ground Maintenance,1300 016 554,8/481 Parramatta Rd   Leichhardt   2040,No web address given,39 932 239 773
Cleaning,Carpet Steam Cleaning,Aero Cleaning Services,0412 915524,35 Burke Ave   Berala   2141,No web address given,
Cleaning,Carpet Steam Cleaning,Afea Pty Ltd,401262658,"Suite 407 , 56 Berry Street   North Sydney   2060",No web address given,
Cleaning,Carpet Steam Cleaning,Affordable Carpet Cleaning,02 47331494,41 Birmingham Rd   Penrith South   2750,No web address given,
Cleaning,Carpet Steam Cleaning,Affordable Cleaning Service,0427 610 212,Trevallyn   7250,No web address given,
Cleaning,Carpet Steam Cleaning,Affortable floor restoraction,02 99398922,64B Beacon Hill Rd     Beacon Hill   2100,www.a1classcleaning.com.au,23 880 438 187
Cleaning,Carpet Steam Cleaning,Aii Walk On Dry Carpet Cleaning,83374892,357 Montacute Road   Adelaide   5000,No web address given,44721263103
Cleaning,Carpet Steam Cleaning,AIM Sydney Cleaning Services Pty.Ltd,1300 363 776,Sydney   2000,No web address given,42 156 411 764
Cleaning,Carpet Steam Cleaning,Aimdry,0418 348892,1 Cerutty Way   Wantirna South   3152,No web address given,
Cleaning,Carpet Steam Cleaning,Airfresh Upholstery &amp; Carpet Cleaning,02 47393725,Glenbrook   2773,No web address given,
Cleaning,Carpet Steam Cleaning,Airlie Angels,419681478,Conway   Cannonvale   4802,No web address given,17 887 176 135 
Cleaning,Carpet Steam Cleaning,AJ Cleaning Aus,296438567,14 Helena St Auburn   Auburn   2144,No web address given,
Cleaning,Carpet Steam Cleaning,AJ Cleaning Solutions,418994920,18 Wonga Rd   Ringwood North   3134,No web address given,50130605551
Cleaning,Carpet Steam Cleaning,AJ Movers,432425622,pinehurst Rise   Craigieburn   3064,No web address given,17 157 107 398
Cleaning,Carpet Steam Cleaning,Aj's Steam &amp; Clean,242575448,5 mountain view mews   Albion Park   2527,No web address given,
Cleaning,Carpet Steam Cleaning,AJANDA Cleaning Services,0413 458458,Cloverdale   6105,http://www.ajandacleaningservices.com.au,17018937253
Cleaning,Carpet Steam Cleaning,Ajaxx Cleaning,08 83713040,Netley   5037,No web address given,
Cleaning,Carpet Steam Cleaning,AJT Prestige Cleaning (info@ajtprestigecleaning.com),449784981,Mitchelton   4053,www.ajtprestigecleaning.com,63 422 553 602
Cleaning,Carpet Steam Cleaning,AK Cleaning Solutions,424147620,Moonee Ponds   Moonee Ponds   3039,akcleaningsolutions@hotmail.com,74899143121
Cleaning,Carpet Steam Cleaning,Akcs,02-62861466,33 Alderman street   Evatt   2617,No web address given,
Cleaning,Carpet Steam Cleaning,Aladdin Carpet &amp; Upholstery Cleaning,1300 856 331,PO Box 203   Bondi Junction   2022,www.aladdincarpetcleaning.com.au,72656445446
Cleaning,Carpet Steam Cleaning,Alan Ahern Carpet Cleaning,738242410,14 trent circuit    Alexandra Hills   4161,No web address given,94 468 017 054
Cleaning,Carpet Steam Cleaning,Alan Liang Enterprise,,Chatswood   2067,No web address given,48 119 737 577
Cleaning,Carpet Steam Cleaning,Alan Murray Removals,03 5144 7358,12 Leahe Close    Sale   3850,No web address given,97 892 342 032
Cleaning,Carpet Steam Cleaning,Alberto'sCleaning &amp; Carpet Shampoo,(02) 9832 7254,7 brentin place   Hebersham   2770,No web address given,
Cleaning,Carpet Steam Cleaning,Aleeda Carpet Cleaning,894401330,"Arkana Rd,   Westminster   6061",No web address given,16863915954
Cleaning,Carpet Steam Cleaning,Aleena,430498170,"1/68 Sproule Street,    Lakemba   2195",No web address given,98868148826
Cleaning,Carpet Steam Cleaning,Alex,450758138,PO Box 328     Bankstown   2200,www.purecleaning.com.au,174 385 005 03
Cleaning,Carpet Steam Cleaning,Alex service,(02) 62606250,16 Astrolabe St   Red Hill   2603,No web address given,
Cleaning,Carpet Steam Cleaning,Alex Summit Cleaning,04 1049 3498,Quay st   Haymarket   2000,No web address given,78 429 969 403
Cleaning,Carpet Steam Cleaning,Alex's Carpet Cleaning,0401 687 127,68/ 92 Guineas Creek Rd   Currumbin Waters   4223,No web address given,
Cleaning,Carpet Steam Cleaning,All Aces Services,1800 001 010,Fortitude Valley   4006,http://www.allaces.com.au,
